id	text	label
1967	"Liraz snorted, caught off guard, and the tension between them ebbed away. ""I'm sorry of my almost dying interrupted your almost kissing."	sarcasm
1968	"By the Angel,"" Jace said, looking the demon up and down. ""I knew Greater Demons were meant to be ugly, but no one ever warned me about the smell."" Abbadon opened its mouth and hissed. Inside its mouth were two rows of jagged glass-sharp teeth. ""I'm not sure about this wind and howling darkness business,"" Jace went on, ""smells more like landfill to me. You sure you're not from Staten Island?"	sarcasm
1969	He will essentially follow the language of the spectacle, for it is the only one he is familiar with.	philosophy
1970	Man's naked form belongs to no particular moment in history; it is eternal, and can be looked upon with joy by the people of all ages.	philosophy
1971	Wisdom is the oneness of mind that guides and permeated all things.	philosophy
1972	Water everywhere, falling in thundering cataracts, singular drops, and draping sheets. Kellhus paused next to one of the shining braziers, peered beneath the bronze visage that loomed orange and scowling over his father, watched him lean back into absolute shadow. “You came to the world,” unseen lips said, “and you saw that Men were like children.” Lines of radiance danced across the intervening waters. “It is their nature to believe as their fathers believed,” the darkness continued. “To desire as they desired … Men are like wax poured into moulds: their souls are cast by their circumstances. Why are no Fanim children born to Inrithi parents? Why are no Inrithi children born to Fanim parents? Because these truths are made, cast by the particularities of circumstance. Rear an infant among Fanim and he will become Fanim. Rear him among Inrithi and he will become Inrithi … “Split him in two, and he would murder himself.” Without warning, the face re-emerged, water-garbled, white save the black sockets beneath his brow. The action seemed random, as though his father merely changed posture to relieve some vagrant ache, but it was not. Everything, Kellhus knew, had been premeditated. For all the changes wrought by thirty years in the Wilderness, his father remained Dûnyain … Which meant that Kellhus stood on conditioned ground. “But as obvious as this is,” the blurred face continued, “it escapes them. Because they cannot see what comes before them, they assume nothing comes before them. Nothing. They are numb to the hammers of circumstance, blind to their conditioning. What is branded into them, they think freely chosen. So they thoughtlessly cleave to their intuitions, and curse those who dare question. They make ignorance their foundation. They confuse their narrow conditioning for absolute truth.” He raised a cloth, pressed it into the pits of his eyes. When he withdrew it, two rose-coloured stains marked the pale fabric. The face slipped back into the impenetrable black. “And yet part of them fears. For even unbelievers share the depth of their conviction. Everywhere, all about them, they see examples of their own self-deception … ‘Me!’ everyone cries. ‘I am chosen!’ How could they not fear when they so resemble children stamping their feet in the dust? So they encircle themselves with yea-sayers, and look to the horizon for confirmation, for some higher sign that they are as central to the world as they are to themselves.” He waved his hand out, brought his palm to his bare breast. “And they pay with the coin of their devotion.	philosophy
1973	In the battle that is philosophy all the techniques of war, including looting and camouflage, are permissible.	philosophy
1974	There are no free lunches in philosophy any more than in real life.	philosophy
1975	A cult is a religion with no political power.	philosophy
1976	A woman is the symbol of love, beauty, harmony, nature, and care.	philosophy
1977	Our love went from fly to flower to butterfly, and it was meant to beautifully flutter, not sit still on a shelf like a trophy to be collected.	philosophy
1978	I consider conversations with people to be mind exercises, but I don't want to pull a muscle, so I stretch a lot. That's why I'm constantly either rolling my eyes or yawning.	sarcasm
1979	I grew up once, I decided never to do it again	philosophy
1980	"I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you..."	sarcasm
1981	Ah, ye brethren, that God whom I created was human work and human madness, like all the Gods!	philosophy
1982	The most important reason for going from one place to another is to see what's in between, and they took great pleasure in doing just that.	philosophy
1983	Human social life, I suggest, is the magma that erupts and builds up, so to speak, at the fault lines where natural human capacities meet and grind against and over natural human limitations…. This meeting of powers and limitations produces a creative, dynamic tension and energy that generates and fuels the making of human social life and social structures…. It is real human persons living through the tensions of natural existential contradictions who construct patterned social meanings, interactions, institutions, and structures.	philosophy
1984	I swear to God, if GreatReads doesn't stop sending me these notification emails...how many times do I have to turn them off?	sarcasm
1985	I don't think the real America is in New York or on the Pacific Coast; personally, I like the Middle West much better, places like North and South Dakota, Minneapolis and Saint Paul. There, I think, are the true Americans	philosophy
1986	I’m sorry that your mystical, godlike powers do not instantly work as you would like them to.	sarcasm
1987	I’ve got a nice racket going. I make tennis ball swatters. My favorite score is love all. That’s also how I live my life.	philosophy
1988	If disaster, so be it, they said to themselves. There was nothing to be done except what could be done. The rest -- like the salt water around them, which swallowed the snow without effort, remaining what it was implacably -- was out of their hands, beyond.	philosophy
1989	Don't read it. Just shred and burn, or your eyes will melt.	sarcasm
1990	 “Your Tim is so unmistakably a healthy extravert type. Mens stulta in corpore sano, and all that.”  “Exactly,” she agreed.	sarcasm
1991	Governments, if they endure, always tend increasingly toward aristocratic forms. No government in history has been known to evade this pattern. And as the aristocracy develops, government tends more and more to act exclusively in the interests of the ruling class -- whether that class be hereditary royalty, oligarchs of financial empires, or entrenched bureaucracy.	philosophy
1992	What information consumes is rather obvious: it consumes the attention of its recipients. Hence a wealth of information creates a poverty of attention, and a need to allocate that attention efficiently among the overabundance of information sources that might consume it.	philosophy
1993	The past has no power over the present moment.	philosophy
1994	Nefarious purposes translation: For disgusting demon sex and the birth of the Devil incarnate. Nice.	sarcasm
1995	Philosophers, for example, often fail to recognize that their remarks about the universe apply also to themselves and their remarks. If the universe is meaningless, so is the statement that it is so.	philosophy
1996	Why is it so difficult for us to think in relative terms? Well, for the good reason that human nature loves absoluteness, and erroneously considers it as a state of higher knowledge.	philosophy
1997	We in our age are faced with a strange paradox. Never before have we had so much information in bits and pieces flooded upon us by radio and television and satellite, yet never before have we had so little inner certainty about our own being. The more objective truth increases, the more our inner certitude decreases. Our fantastically increased technical power, and each forward step in technology is experienced by many as a new push toward our possible annihilation. Nietzsche was strangely prophetic when he said,  “We live in a period of atomic chaos…the terrible apparition…the Nation State…and the hunt for happiness will never be greater than when it must be caught between today and tomorrow; because the day after tomorrow all hunting time may have come to an end altogether.”  Sensing this, and despairing of ever finding meaning in life, people these days seize on the many ways of dulling their awareness by apathy, by psychic numbing, or by hedonism. Others, especially young people, elect in alarming and increasing numbers to escape their own being by suicide.	philosophy
1998	It's no good trying to get rid of your own aloneness. You've got to stick to it all your life. Only at times, at times, the gap will be filled in. At times! But you have to wait for the times. Accept your own aloneness and stick to it, all your life. And then accept the times when the gap is filled in, when they come. But they've got to come. You can't force them.	philosophy
1999	Philosophy is one reason which could lead to death.	philosophy
2000	"He has got no good red blood in his body,"" said Sir James. ""No. Somebody put a drop under a magnifying glass, and it was all semicolons and parentheses,"" said Mrs. Cadwallader."	sarcasm
2001	Visual Pun [10w]  Example of visual pun: cloud shaped like a banana peel.	philosophy
2002	A man leaves his great house because he's bored With life at home, and suddenly returns, Finding himself no happier abroad. He rushes off to his villa driving like mad, You'ld think he's going to a house on fire, And yawns before he's put his foot inside, Or falls asleep and seeks oblivion, Or even rushes back to town again. So each man flies from himself (vain hope, because It clings to him the more closely against his will) And hates himself because he is sick in mind And does not know the cause of his disease.	philosophy
2003	What I have done is to show that it is possible for the way the universe began to be determined by the laws of science. In that case, it would not be necessary to appeal to God to decide how the universe began. This doesn't prove that there is no God, only that God is not necessary.	philosophy
2004	Democracy should always be viewed with a philosophical perspective rather than a political one, because after all democracy was born to a philosopher and murdered by a politician.	philosophy
2005	The longing for Paradise is man's longing not to be man.	philosophy
2006	If you are going to do that, would you mind not jostling the bed so much?' came a sarcastic voice near the head board. 'Perhaps you could roll around on the floor.	sarcasm
2007	Nobody is good or bad. They are either strong or weak. Strong people stick to their morals, no matter what the trials and tribulations. Weak people, many a times, do not even realise how low they have fallen.	philosophy
2008	Philosophy, which once seemed outmoded, remains alive because the moment of its realization was missed. The summary judgement that it had merely interpreted the world is itself crippled by resignation before reality, and becomes a defeatism of reason after the transformation of the world failed. It guarantees no place from which theory as such could be concretely convicted of the anachronism, which then as now it is suspected of. Perhaps the interpretation which promised the transition did not suffice. The moment on which the critique of theory depended is not to be prolonged theoretically. Praxis, delayed for the foreseeable future, is no longer the court of appeals against self-satisfied speculation, but for the most part the pretext under which executives strangulate that critical thought as idle which a transforming praxis most needs. After philosophy broke with the promise that it would be one with reality or at least struck just before the hour of its production, it has been compelled to ruthlessly criticize itself.	philosophy
2009	I used the boos, and not the booze, as motivation. That led to applause, which I drank up like an alcoholic. I need a refill.	sarcasm
2010	The glory of Christianity is to conquer by forgiveness.	philosophy
2011	We are the hollow men We are the stuffed men Leaning together Headpiece filled with straw. Alas! Our dried voices, when We whisper together Are quiet and meaningless As wind in dry grass Or rats' feet over broken glass In our dry cellar Shape without form, shade without colour, Paralysed force, gesture without motion;  - <em>The Hollow Men</em>	philosophy
2012	I am philosophical Christ; crucified on the cross of ignorance for the sake of divine vanity.	philosophy
2013	If you reveal your secrets to the wind, you should not blame the wind for revealing them to the trees.	philosophy
2014	Yes, you need a passport to prove to the world that you exist. The people at passport control, they cannot look at you and see you are a person. No! They have to look at a little photograph of you. Then they believe you exist.	philosophy
2015	We are alone. Live our lives, lacking anything better to do. Devise reason later.	philosophy
2016	Are you really left-handed?” Mr. Marshall asked.  “No. I’ve just been pretending to use my left hand my entire life because I enjoy never being able to work scissors properly.	sarcasm
2017	I had to philosophize. Otherwise, I could not live in this world.	philosophy
2018	My world is about stories that entertain; emotions that move; people you’ll remember; literature that matters.	philosophy
2019	Do you think you wear a mask?’  ‘I’m wearing one right now.’ Valentino smiled softly. ‘We both are.’  ‘It’s a sad thought.’  ‘Yes,’ he said. ‘But sometimes I wonder about the alternative. Imagine if we had no secrets, no respite from the truth. What if everything was laid bare the moment we introduced ourselves?	philosophy
2020	I'm financially ugly.	sarcasm
2021	Sometimes with the most intense pain a paralysis of sensibility occurs. The soul disintegrates--hence the deadly frost--the free power of the mind--the shattering, ceaseless wit of this kind of despair. There is no inclination for anything any more--the person is alone, like a baleful power--as he has no connection with the rest of the world he consumes himself gradually--and in accordance with his own principle he is--misanthropic and misotheos.	philosophy
2022	For a long time now a hint of aversion had lain on everything he did and experienced, a shadow of impotence and loneliness, an all-encompassing distaste for which he could not find the complementary inclination. He felt at times as though he had been born with a talent for which there was at present no objective.	philosophy
2023	You say, it's dark. And in truth, I did place a cloud before your sun. But do you not see how the edges of the cloud are already glowing and turning light.	philosophy
2024	A poet or philosopher should have no fault to find with his age if it only permits him to do his work undisturbed in his own corner; nor with his fate if the corner granted him allows of his following his vocation without having to think about other people.	philosophy
2025	It is hard to be angry when one has seen the sun rise,' she said. It seems to be true,' he admitted. 'I wonder why.' Because it makes one feel so small and insignificant. It has been rising forever and will rise forever no matter what we do or do not do. All our problems are as nothing to the sun.	philosophy
2026	Your wit is always such a delight, Mr. Zeklos. I can barely contain myself around it.	sarcasm
2027	There's no backward and no forward, no day other than this. You fill your cart as you go, and that's that.	philosophy
2028	For a game, you don’t need a teacher.	philosophy
2029	If you could disagree with kings, were gods so far above?	philosophy
2030	All religions are based on obsolete terminology.	philosophy
2031	Logic in all its infinite potential, is the most dangerous of vices. For one can always find some form of logic to justify his action, and rest comfortably in the assurance, that what he did abides by reason. That is why, for us brittle beings, Intention is the only true weapon of peace.	philosophy
2032	I nee to reason for a plague, ... As far as I know no comets or eclipses have been forecast, and our sins are not great enough for God to be concerned with us.	sarcasm
2033	Too lazy to be ambitious, I let the world take care of itself. Ten days' worth of rice in my bag; a bundle of twigs by the fireplace. Why chatter about delusion and enlightenment? Listening to the night rain on my roof, I sit comfortably, with both legs stretched out.	philosophy
2034	It is often difficult to educate a child about the beauty of an open mind when he is a prisoner of societal conformity.	philosophy
2035	For where is the man that has incontestable evidence of the truth of all that he holds, or of the falsehood of all he condemns; or can say that he has examined to the bottom all his own, or other men's opinions? The necessity of believing without knowledge, nay often upon very slight grounds, in this fleeting state of action and blindness we are in, should make us more busy and careful to inform ourselves than constrain others.	philosophy
2036	You mean you don't want to come in and hold my hand while I piss?	sarcasm
2037	The day may come when the rest of animal creation <em>may</em> acquire those rights which never could have been withholden from them but by the hand of tyranny. The French have already discovered that the blackness of the skin is no reason why a human being should be abandoned without redress to the caprice of a tormentor. It may one day come to be recognized that the number of legs, the villosity of the skin, or the termination of the <em>os sacrum</em> are reasons equally insufficient for abandoning a sensitive being to the same fate. What else is it that should trace the insuperable line? Is it the faculty of reason, or perhaps the faculty of discourse? But a full-grown horse or dog is beyond comparison a more rational, as well as a more conversable animal, than an infant of a day or a week or even a month old. But suppose they were otherwise, what would it avail? <strong>The question is not, Can they <em>reason</em>? nor Can they <em>talk</em>? but, Can they <em>suffer</em></strong>?	philosophy
2038	You really are a ray of sunshine, aren’t you?	sarcasm
2039	I have a sickness doctors can't cure, Inexorably pulling me to the well of my destruction, Consented to be a sacrifice, killed for her love, Eager, like the drunk gulping wine mixed with poison, Shameless were those my nights, Yet my soul loved them beyond all passion.	philosophy
2040	Man suffers only because he takes seriously what the gods made for fun.	philosophy
2041	Knowledge is like a vast ocean. It is inexhaustible quest!	philosophy
2042	Eisenhower and Patton, old friends and figures crucial to the Allies' upcoming success, conferred over yet another gaffe on Patton's part that could have cost him his command. Patton's head is on Ike's shoulder in gratitude, but the scene is rescued from being completely maudlin by Eisenhower's internal question as to whether Patton wears his ever-present helmet to bed.	sarcasm
2043	When Coleridge tried to define beauty, he returned always to one deep thought; beauty, he said, is unity in variety! Science is nothing else than the search to discover unity in the wild variety of nature,—or, more exactly, in the variety of our experience. Poetry, painting, the arts are the same search, in Coleridge’s phrase, for unity in variety.	philosophy
2044	Yes, we'll yell, 'Help, help us, goose girl, and bring the terrifying legion of warrior geese'.	sarcasm
2045	"Costin regained his serious tone but his eyes softened.  ""I won't force you into anything Sally. I know this is all different to you. I've known all my life that I had one perfect mate out there for me. And when I look at you, I'm in awe of what I've been given."" Sally blushed as he paused. ""I won't leave you unprotected, and allowing other males around you is something that neither I, nor my wolf, will be able to handle. Besides,"" he said, his eyes twinkling with mischief, ""how could you not want to be around all this?""  Sally let out a snort. ""You've been around Jen way too much.""  ""I don't know, she's quite educational.""  ""Yeah, I don’t think I really want you to be educated by her."	sarcasm
2046	We make versions, and true versions make worlds.	philosophy
2047	You were born a child of light’s wonderful secret— you return to the beauty you have always been.	philosophy
2048	If a man who can’t count finds a four leaf clover, is he lucky?	philosophy
2049	An ordinary mirror is silvered at the back but the window of the night train has darkness behind the glass. My face and the faces of other travellers were now mirrored on this darkness in a succession of stillnesses. Consider this, said the darkness: any motion at any speed is a succession of stillnesses; any section through an action will show just such a plane of stillness as this dark window in which your seeking face is mirrored. And in each plane of stillness is the moment of clarity that makes you responsible for what you do.	philosophy
2050	Piety, then, is that which is dear to the gods, and impiety is that which is not dear to them.	philosophy
2051	"I don't know what it is about ""magic happens""-stickers on cars but every time I see one I wanna get out my permanent marker and sneak over and write underneath it ""so does cot death""."	sarcasm
2052	We did all the tourist crap, but I just wanted to sit in a cafe and watch people	philosophy
2053	"Of course. I died today, and now I'm going to fight aliens with a light saber. Maybe after that we can look for mermaids. Or unicorns."" ""No,"" he says. ""Just aliens."" Was that the barest hint of humour in his tone?"	sarcasm
2054	Babies are living dolls with dancing smiles that come from the stars to still our hearts.	philosophy
2055	The ruinous abdication by philosophy of its rightful domain is the consequence of the oblivion of philosophers to a great insight first beheld clearly by Socrates and re-affirmed by Kant as by no other philosopher. Science, concerned solely and exclusively with objective existents, cannot give answers to questions about meanings and values. Only ideas engendered by the mind and to be found nowhere but in the mind (Socrates), only the pure transcendental forms supplied by reason (Kant), can secure the ideals and values and put us in touch with the realities that constitute our moral and spiritual life. Twenty-four centuries after Socrates, two centuries after Kant, we badly need to re-learn the lesson.	philosophy
2056	as soon as we renounce fiction and illusion, we lose reality itself; the moment we subtract fictions from reality, reality itself loses its discursive-logical consistency.	philosophy
2057	This is your life, and its ending one minute at a time.	philosophy
2058	Cram them full of non-combustible data, chock them so damned full of 'facts' they feel stuffed, but absolutely 'brilliant' with information. Then they’ll feel they’re thinking, they’ll get a sense of motion without moving. And they’ll be happy, because facts of that sort don’t change. Don’t give them any slippery stuff like philosophy or sociology to tie things up with. That way lies melancholy.	philosophy
2059	The only way we'll get freedom for ourselves is to identify ourselves with every oppressed people in the world. We are blood brothers to the people of Brazil, Venezuela, Haiti, Cuba -- yes Cuba too.	philosophy
2060	Rudeness instantly establishes a set of norms, a set of regulatory orders, authority, and power. To be rude is to go against an established accepted concept or ordered regulation. Thus rudeness could be in kind, a deviation from the norm. Rudeness can also be in kind an instantiation outside a set foundation. A deviation from a norm holds the same set foundation as the norm, their disagreement merely a manner of degrees.	philosophy
2061	It's kind of depressing, if you think about it. I mean, me being so young, and yet so cynical and suspicious.	sarcasm
2062	I would believe only in a God that knows how to dance.	philosophy
2063	We live in deeds not years In thoughts not breaths In feelings not figures on a dial. We should count time by heart throbs. He most lives who thinks most, feels noblest, acts the best.	philosophy
2064	I pretend not to be a champion of that same naked virtue called truth, to the very outrance. I can consent that her charms be hidden with a veil, were it but for decency's sake.	philosophy
2065	A concept is a brick. It can be used to build a courthouse of reason. Or it can be thrown through the window.	philosophy
2066	Admittedly, art is somewhat like spit. It does not repulse or even worry is while it is still inside of us, but once it exits our body, it becomes disgusting.	philosophy
2067	The ramdomness of events in the world is so lacking in logic that we give it names like destiny, fate, karma and kismat to deal with the irrationality of its sequence	philosophy
2068	Expect everything, I always say, and the unexpected never happens.	philosophy
2069	"Strange though it is,Sarov still cares about you. He told me to leave you alone. But I think, this time, I must disobey the general. You are mine! And I intend to make you suffer...""  ""Just talking to you makes me suffer,"" Alex said."	sarcasm
2070	Il n'y a de réalité que dans l'action.  (There is no reality except in action.)	philosophy
2071	There is no future without a past, because what is to be cannot be imagined except as a form of repetition.	philosophy
2072	Communism is the final logic of the dehumanization of man.	philosophy
2073	Of all knowledge, the wise and good seek mostly to know themselves.	philosophy
2074	Be a surfer. Watch the ocean. Figure out where the big waves are breaking and adjust accordingly.	philosophy
2075	There's nothing fundamentally wrong with people. Given a story to enact that puts them in accord with the world, they will live in accord with the world. But given a story to enact that puts them at odds with the world, as yours does, they will live at odds with the world. Given a story to enact in which they are the lords of the world, they will ACT like lords of the world. And, given a story to enact in which the world is a foe to be conquered, they will conquer it like a foe, and one day, inevitably, their foe will lie bleeding to death at their feet, as the world is now.	philosophy
2076	The disease of the soul is both more common and more deadly than the disease of the body. Just as medicine is the art devoted to healing the body, so philosophy is the art devoted to healing the soul, curing it of improper emotions, false beliefs, and faulty judgments, which are the causes of so much hardship and handicap. To heal the body one turns to the practitioner of the art of healing the body, but to heal the soul there is no doctor to turn to, and each of us is left to become that doctor unto himself. Yet, this need not stop us from exhorting others to imitate us in the godly art, in the forlorn hope that they might transform themselves into better citizens for Athens and better companions for us.	philosophy
2077	All knowledge is worth having.	philosophy
2078	Philosophy is not a spectator sport.	philosophy
2079	You’ve missed a lot of things. But mostly I think you’ve missed several opportunities to leave. Let me assist you to the door so that you won’t miss this next one.	sarcasm
2080	I have learnt through bitter experience the one supreme lesson to conserve my anger, and as heat conserved is transmuted into energy, even so our anger controlled can be transmuted into a power which can move the world.	philosophy
2081	"Saepe creat molles aspera spina rosas"" - ""Often the prickly thorn produces tender roses"	philosophy
2082	If you are reading this, I'm dead. Don't celebrate too much. Jesus is watching.	sarcasm
2083	If we are in a general way permitted to regard human activity in the realm of the beautiful as a liberation of the soul, as a release from constraint and restriction, in short to consider that art does actually alleviate the most overpowering and tragic catastrophes by means of the creations it offers to our contemplation and enjoyment, it is the art of music which conducts us to the final summit of that ascent to freedom.	philosophy
2084	Everything about us, everything around us, everything we know and can know of is composed ultimately of patterns of nothing; that’s the bottom line, the final truth. So where we find we have any control over those patterns, why not make the most elegant ones, the most enjoyable and good ones, in our own terms? Yes, we’re hedonists, Mr. Bora Horza Gobuchul. We seek pleasure and have fashioned ourselves so that we can take more of it; admitted. We are what we are. But what about you? What does that make you?	philosophy
2085	The ultimate purpose of education is to learn how to find and see the beauty of creation so that you may feel the joy of life.	philosophy
2086	The most perfidious way of harming a cause consists of defending it deliberately with faulty arguments.	philosophy
2087	A world without poetry and art would be too much like one without birds or flowers: bearable but a lot less enjoyable.	philosophy
2088	Without causality in the world, there is no point in educating people, or making any moral or political appeal.	philosophy
2089	"He's crazy,"" Bruno said, twirling a finger in circles around the side of his head and whistling to indicate just how crazy he thought he was. ""He went up to a cat on the street the other day and invited her over for afternoon tea."" ""What did the cat say?"" asked Gretel, who was making a sandwich in the corner of the kitchen. ""Nothing."" explained Bruno. ""It was a cat."	sarcasm
2090	Liberty lies in the hearts of men and women; when it dies there, no constitution, no law, no court can save it; no constitution, no law, no court can even do much to help it. The spirit of liberty is the spirit which is not too sure that it is right; the spirit of liberty is the spirit which seeks to understand the minds of other men and women; the spirit of liberty is the spirit which weighs their interests alongside its own without bias.	philosophy
2091	I was starting to hate my sixteenth birthday. A poufy white dress and a cake with roses made out of pink icing and awkward dancing with boys in awkward suits was starting to sound like a great alternative. Seriously. Sign my up, I wouldn't even complain.	sarcasm
2092	In the meantime, I’ll get a job. I’ll pay my own way.”  “A job?”  “Mmm, yeah. It’s that thing people do to make money.	sarcasm
2093	...So we passed, handcuffed and in silence, through the streets of Washington, through the Captial of a nation, whose theory of government, we are told, rests on the foundation of man's inalienable right to life, LIBERTY, and the pursuit of happiness! Hail! Columbia, happy land, indeed!	sarcasm
2094	Don't waste yer' breath kid. Explainin' anything to that one? It's like tryin' ta' slap the dumb off a retard... -George Foster	sarcasm
2095	"Just so you know, I get incredibly bored quite easily and you will be forced to be my source of entertainment. You'll kind of be like my own personal jester."" I flipped him off. ""Well that wasn't funny at all."	sarcasm
2096	REMIND ME AGAIN, he said, HOW THE LITTLE HORSE-SHAPED ONES MOVE.	sarcasm
2097	How much evil throughout history could have been avoided had people exercised their moral acuity with convictional courage and said to the powers that be, 'No, I will not. This is wrong, and I don't care if you fire me, shoot me, pass me over for promotion, or call my mother, I will not participate in this unsavory activity.' Wouldn't world history be rewritten if just a few people had actually acted like individual free agents rather than mindless lemmings?	philosophy
2098	Yet I'm sure there's something more to be read in a man. People dare not -- they dare not turn the page. The laws of mimicry -- I call them the laws of fear. People are afraid to find themselves alone, and don't find themselves at all. I hate this moral agoraphobia -- it's the worst kind of cowardice. You can't create something without being alone. But who's trying to create here? What seems different in yourself: that's the one rare thing you possess, the one thing which gives each of us his worth; and that's just what we try to suppress. We imitate. And we claim to love life.	philosophy
2099	Excess of strength alone is proof of strength	philosophy
2100	Latter-day capitalism. Like it or not, it's the society we live in. Even the standard of right and wrong has been subdivided, made sophisticated. Within good, there's fashionable good and unfashionable good, and ditto for bad. Within fashionable good, there's formal and then there's casual; there's hip, there's cool, there's trendy, there's snobbish. Mix 'n' match. Like pulling on a Missoni sweater over Trussardi slacks and Pollini shoes, you can now enjoy hybrid styles of morality. It's the way of the world -- philosophy starting to look more and more like business administration.	philosophy
2101	We are citizens of the world. The tragedy of our times is that we do not know this.	philosophy
2102	True knowledge exists in knowing that you know nothing.	philosophy
2103	The final belief is to believe in a fiction, which you know to be a fiction, there being nothing else. The exquisite truth is to know that it is a fiction and that you believe in it willingly.	philosophy
2104	Each star is a mirror reflecting the truth inside you.	philosophy
2105	To write well, express yourself like the common people, but think like a wise man.	philosophy
2106	You can recognize a small truth because its opposite is a falsehood. The opposite of a great truth is another truth.	philosophy
2107	The philosopher is a person who refuses no pleasures which do not produce greater sorrows, and who knows how to create new ones.	philosophy
2108	So, let me get this straight-- You want me to stop being a lesbian and being attracted to women because it is a 'sin'? Last time I checked, when you lie you are sinning. Sure, I could tell you I am no longer a lesbian or that I am no longer attracted to women and am straight, or I could even tell you the moon is made of cheese. I could tell you many things, but the moon will still not be made of cheese, and I will still not be attracted to men. I could tell you a lie in order to placate you, but isn’t the truth supposed to set me free? I choose truth over lies any day of the week.	philosophy
2109	To live in any true sense of the word is to reject others; to accept them, one must be able to renounce, to do oneself violence, to act against one's own nature, to weaken oneself; we conceive freedom only for ourselves - we extend it to our neighbours only at the cost of exhausting efforts; whence the precariousness of liberalism, a defiance of our instincts, a brief and miraculous success, a state of exception, at the antipodes of our deepest imperatives.	philosophy
2110	You like me not because I like you. I like you just because I like me.	philosophy
2111	Inspiration may be a form of super-consciousness, or perhaps of subconsciousness—I wouldn't know. But I am sure it is the antithesis of self-consciousness.	philosophy
2112	It was Nathaniel's boundless capacity for stating the obvious that made him so charmingly human.	sarcasm
2113	O world, world when I was younger I thought there was some order governing you and your deeds. But now you seem to be a labyrinth of errors, a frightful desert, a den of wild beasts, a game in which men move in circles…a stony field, a meadow full of serpents, a flowering but barren orchard, a spring of cares, a river of tears, a sea of suffering, a vain hope.	philosophy
2114	To lose a brother is to lose someone with whom you can share the experience of growing old, who is supposed to bring you a sister-in-law and nieces and nephews, creatures who people the tree of your life and give it new branches. To lose your father is to lose the one whose guidance and help you seek, who supports you like a tree trunk supports its branches. To lose your mother, well, that is like losing the sun above you. It is like losing--I'm sorry, I would rather not go on.	philosophy
2115	Man is not born to solve the problem of the universe, but to find out what he has to do; and to restrain himself within the limits of his comprehension.	philosophy
2116	I get the same buzz cleaning up the yard as Leo Tolstoy did from scything hay.	sarcasm
2117	Students of the heavens are separable into astronomers and astrologers as readily as are the minor domestic ruminants into sheep and goats, but the separation of philosophers into sages and cranks seems to be more sensitive to frames of reference.	philosophy
2118	Casting sarcasm ain't easy.. It needs hard work and a big mug of cappuccino!	sarcasm
2119	... And I wondered if we had disappointed God so much, that he wrote us off as pets, just alive to entertain.	sarcasm
2120	Sitting there on the heather, on our planetary grain, I shrank from the abysses that opened up on every side, and in the future. The silent darkness, the featureless unknown, were more dread than all the terrors that imagination had mustered. Peering, the mind could see nothing sure, nothing in all human experience to be grasped as certain, except uncertainty itself; nothing but obscurity gendered by a thick haze of theories. Man's science was a mere mist of numbers; his philosophy but a fog of words. His very perception of this rocky grain and all its wonders was but a shifting and a lying apparition. Even oneself, that seeming-central fact, was a mere phantom, so deceptive, that the most honest of men must question his own honesty, so insubstantial that he must even doubt his very existence.	philosophy
2121	On the one hand, all truth is relative; on the other hand, postmodernism tells it like it really is. On the one hand, all cultures are equally deserving of respect; on the other, Western culture is uniquely destructive and bad. Values are subjective--but sexism and racism are really evil. Technology is bad and destructive--and it is unfair that some people have more technology than others. Tolerance is good and dominance is bad--but when postmodernists come to power, political correctness follows.	philosophy
2122	They can't tell so much about you if you got your eyes closed.	philosophy
2123	My depth has no depth	philosophy
2124	We are the generation of Social Media, Our biggest Revolution is a Tweet of 141 Characters.	sarcasm
2125	"The unknown,"" said Faxe's soft voice in the forest, ""the unforetold, the unproven, that is what life is based on. Ignorance is the ground of thought. Unproof is the ground of action. If it were proven that there is no God there would be no religion. No Handdara, no Yomesh, no hearthgods, nothing. But also if it were proven that there is a God, there would be no religion. ... Tell me, Genry, what is known? What is sure, unpredictable, inevitable -- the one certain thing you know concerning your future, and mine?""  That we shall die.""  Yes, There's really only one question that can be answered, Genry, and we already know the answer. ... The only thing that makes life possible is permanent, intolerable uncertainty: not knowing what comes next."	philosophy
2126	Our knowledge of circumstances has increased, but our uncertainty, instead of having diminished, has only increased. The reason of this is, that we do not gain all our experience at once, but by degrees; so our determinations continue to be assailed incessantly by fresh experience; and the mind, if we may use the expression, must always be under arms.	philosophy
2127	"She said, ""It's not life or death, the labyrinth."" ""Um, okay. So what is it?"" ""Suffering,"" she said. ""Doing wrong and having wrong things happen to you. That's the problem. Bolivar was talking about the pain, not about the living or dying. How do you get out of the labyrinth of suffering?... Nothing's wrong. But there's always suffering, Pudge. Homework or malaria or having a boyfriend who lives far away when there's a good-looking boy lying next to you. Suffering is universal. It's the one thing Buddhists, Christians, and Muslims are all worried about."	philosophy
2128	Life is really simple, but we insist on making it complicated.	philosophy
2129	America's abundance was created not by public sacrifices to the common good, but by the productive genius of free men who pursued their own personal interests and the making of their own private fortunes. They did not starve the people to pay for America's industrialization. They gave the people better jobs, higher wages, and cheaper goods with every new machine they invented, with every scientific discovery or technological advance- and thus the whole country was moving forward and profiting, not suffering, every step of the way.	philosophy
2130	You are happy when you are enthusiastic and action-oriented, not when you are luxury and pleasure oriented.	philosophy
